Sentence,Sentiment_Num,,,,
"LG화학, LFP 양극재 진출 추진…""새만금 JV 중국 지분 매입 검토""",1,,,,
"LG화학 ""LFP 양극재 진출 검토…원재료 구축 협의 중""",1,,,,
"LG화학 여수공장 ""대정비 작업 무사고 갑시다~""",1,,,,
LG화학 공장 찾은 구광모 “양극재는 미래 성장동력”,1,,,,
"구광모 대표, LG화학 청주 공장 찾아 배터리 공급망 점검",1,,,,
"공장 대정비 앞둔 LG화학 여수공장, 안전 문화 캠페인",1,,,,
" LG화학 ""양극재 미국  현지화 투자 계획 변동 없어""",1,,,,
"LG화학 ""새만금 전구체 공장에 신기술 적용…양산 시점 앞당길 것""",1,,,,
"LG화학 1분기 영업이익 직전 분기보다 300% 뛰었다…""신사업 호조로 선방""",2,,,,
"80만원도 뚫었다, LG화학…삼성바이오 제치고 시총 4위",2,,,,
"삼양홀딩스, 'mRNA 항암신약 개발' LG화학과 협약 체결",1,,,,
"제미글로 선전·미국 신약 기업 인수'…LG화학, 1조클럽 가입 임박",2,,,,
"LG화학, 1분기 영업익 7910억…전년비교  23% 감소",0,,,,
"“이제는 2차전지 대장주”…LG화학, 황제주 재등극할까",1,,,,
"LG화학, 1.2조원 투자해 새만금에 전구체 공장 건설",1,,,,
"LG화학도 뛰어들었다…""배터리보다 더 돈 된다""는 이 시장",1,,,,
"LG화학, '차이나플라스 2023' 참가",1,,,,
"㈜LG화학, 새만금산단에 1.2조원 투자…12월 전구체 공장 착공",1,,,,
"LG화학, 실적으로 입증된 실력…목표가증가-한화",2,,,,
"KB증권, LG화학 등 ELS 공모…연수익 최고 12.7%",2,,,,
"구광모, LG화학 청주 양극재 공장 방문…""선도적 경쟁우위 지속""",1,,,,
"삼양홀딩스, LG화학과 항암신약 개발 파트너십 체결",1,,,,
"LG화학, 미국  업체와 바이오 플라스틱 사업 확대",1,,,,
"""LG화학 배터리 보조금 1.5조…목표가 90만원""",1,,,,
"""LG화학 주가 100만원 간다""…증권가 '장밋빛 전망' 이유는",2,,,,
"LG화학, 유럽 2차전지 신증설 70% 위태…폴란트 플랜트 경쟁력 부각",2,,,,
" LG화학, 새만금에 배터리 소재 공장 짓는다",1,,,,
신학철은 계획이 다 있었다…LG화학 ‘이유 있는’ 주가 반등,2,,,,
2차전지 랠리 타고 시총 4위 찍었다…LG화학에 모이는 기대감,2,,,,
"LG화학, 바이오 기반 플라스틱 확대… ""친환경 사업 늘릴 것""",1,,,,
"LG화학·절강화유코발트, 새만금에 1조2000억 규모 투자",1,,,,
"LG화학, 중국  화유코발트와 새만금에 1.2조 '전구체' 투자",1,,,,
 “배터리 사업 호조” LG화학 목표가 17%증가,2,,,,
"LG화학, 1분기 영업익 7910억…전년비교  23% 감소",0,,,,
"LG화학, 주가 100만원 시대 다시 여나",1,,,,
"LG화학, 중국 절강화유코발트와 새만금에 1조2000억 투자",1,,,,
"LG화학, 계열사 엘지비씨엠에 803억원 출자",1,,,,
LG화학 체외진단 의료기기 글랜우드 등 3파전으로,1,,,,
"중국 미용의료 수요 회복…LG화학 ""필러시장 공략 박차""",2,,,,
"LG화학, 한양대와 산학협력센터 설립…미래 전지소재 인재 육성",2,,,,
"월가 ""미국  IRA로 LG화학·LG에너지·삼성SDI·SK온 수혜""",2,,,,
"영유아백신에 난임치료제까지… LG화학, 글로벌 전략 통했다",2,,,,
매출 2% 불과하지만…LG화학 '바이오신약' 쑥쑥 키운다,1,,,,
"‘2차전지 소재주식 변신’ LG화학, 엔솔 분사 후 다시 100만원 넘을 수 있을까 ",1,,,,
" LG화학 ""내년 생분해 소재 PBT 양산""",2,,,,
"LG화학, 차세대 플라스틱 만든다",2,,,,
"LG화학·한양대, 산학협력센터 설립",2,,,,
"LG화학, 중국  화유코발트 JV 불확실성 대응...“지분 100% 인수 고려” ",1,,,,
"삼양홀딩스-LG화학 ""항암 신약 개발 파트너십 체결""",1,,,,
"삼양홀딩스-LG화학, mRNA 기반 항암신약 개발 협력",1,,,,
"LG화학 여수공장, 대정비 작업 앞두고 '안전문화 캠페인' 전개",1,,,,
mRNA 항암제까지… 신약 개발 힘주는 LG화학,1,,,,
"삼양홀딩스, LG화학과 항암신약 개발 파트너십 체결",1,,,,
"LG화학 여수공장, ‘작업 전 5분 멈춤’ 안전 캠페인 실시",1,,,,
mRNA 항암신약 개발 힘 합치는 LG화학-삼양홀딩스,1,,,,
"삼양홀딩스-LG화학, mRNA 항암 신약 개발 파트너십 체결",1,,,,
"삼양홀딩스-LG화학, 항암 신약 개발 위해 맞손",1,,,,
"작업 전 5분 멈춤'...LG화학 여수공장, '안전 문화 캠페인' 실시",1,,,,
"LG화학, 중국  업체와 1조 투자…새만금 전구체 공장 건립",1,,,,
"LG화학, 새만금 전구체 공장 MOU 체결",1,,,,
" LG화학 ""LFP 양극재 사업화 검토""",1,,,,
"삼양홀딩스, LG화학과 mRNA 항암 신약 개발 협력...전달체 기술이전",1,,,,
"삼양홀딩스-LG화학, mRNA 기반 항암신약 개발 계약",1,,,,
" LG화학 ""LFP 양극재 사업 검토 중""",1,,,,
"LG화학, 삼양홀딩스와 ‘mRNA 항암제’ 개발 나서",1,,,,
"LG화학, '차이나플러스 2023'서 친환경·미래 소재 전시",1,,,,
"LG화학 여수공장, 대정비 앞두고 안전 문화 캠페인 전개",1,,,,
"삼양홀딩스, LG화학과 항암신약 개발 파트너십 체결",1,,,,
"진격의 LG화학, 코스피 시총 4위 꿰찼다",2,,,,
"LG화학, 새만금에 전구체 공장 ‘신설’",1,,,,
"구광모, LG화학 배터리소재 공장 방문…""선도적 경쟁우위 지속""",1,,,,
"“양극재는 미래 성장동력”…구광모, LG화학 청주 공장 방문",1,,,,
LG화학 '차이나플라스 2023' 참가…친환경·미래 소재 선보여,1,,,,
"구광모 회장, ‘현장 경영’…LG화학 양극재 공장 방문",1,,,,
"삼양홀딩스, LG화학과 항암신약 개발 파트너십 체결",1,,,,
"LG화학, 화유코발트와 새만금에 전구체 공장 짓는다",1,,,,
"LG화학,중국 차이나플러스서 친환경·미래소재 대거 공개",1,,,,
LG화학 양극재 핵심 생산기지 찾은 구광모… 배터리 공급망 점검,1,,,,
"구광모, LG화학 양극재 공장 점검…""배터리 사업 경쟁우위 이어가야""",1,,,,
"구광모, 방미 앞두고 LG화학 찾아...글로벌 배터리 공급망 점검",1,,,,
" LG화학 ""중국  수요 개선따라 석화 수익성 속도날 것""",2,,,,
"삼양홀딩스-LG화학, mRNA 기반 항암신약 공동 개발",1,,,,
"LG화학, ‘차이나플라스’ 참가…친환경·미래소재로 글로벌 공략",1,,,,
"LG화학, ‘새만금 전구체 공장’ 투자 협약식 열어",1,,,,
"LG화학, 새만금에 전구체 공장 건립…'K배터리', 소재 내재화 박차",1,,,,
"LG화학, 80만 원 찍었다…코스피 시총 4위 등극",2,,,,
" LG화학 ""FEOC 규제 강화 시 중국  화유코발트 지분 모두 인수""",1,,,,
"삼양홀딩스, LG화학과 항암신약 개발 파트너십 체결",1,,,,
"신학철 LG화학 부회장 ""양극재 수직 계열화 강화""",2,,,,
"LG화학, 새만금에 1.2조 투자… 매년 전기차 100만대 ‘전구체’ 생산",1,,,,
" LG화학 ""고객사와 분리막 미국  현지화 협의 중""",1,,,,
"LG화학, 미국 업체와 손잡고 바이오플라스틱 사업 확대",2,,,,
"구광모 회장, LG화학 양극재 공장 점검… ""선도적 경쟁우위 중요""",2,,,,
"신학철 LG화학 부회장 ""새만금 공장으로 양극재 소재 안정 공급""",2,,,,
LG화학 양극재공장 찾은 구광모... 訪미국  앞두고 배터리 공급망 점검,1,,,,
"LG화학, 삼바 밀어내고 시총 4위…황제주 등극 가시화",2,,,,
"LG화학, 새만금서 양극재 핵심 ‘전구체’ 생산한다…1.2조원 투자",1,,,,
"LG화학-중국  화유코발트, '1.2조 투자' 전구체 공장 건설",1,,,,
"구광모 회장, 미국  방문 앞두고 LG화학 공장서 배터리 공급망 점검",1,,,,
"구광모 대표, LG화학 양극재 공장 방문",1,,,,
"2차전지의 힘' LG화학, 삼성바이오 제치고 코스피 시총 4위 올라",2,,,,
"유안타증권, LG화학 목표가 올려…""배터리부문, 미국 보조금 효과""",2,,,,
"LG화학, 차이나플라스 2023 참가...친환경 기술 전면에",1,,,,
"LG화학-화유코발트, 새만금에 배터리 전구체 합작공장 건설",1,,,,
"LG화학, 새만금에 전구체 공장 추진",1,,,,
"LG화학, 새만금에 1조2천억원 투자…전구체 공장 건설",1,,,,
"LG화학, 삼성바이오 제치고 시총 4위 등극",2,,,,
" LG화학, 시총 4위로 상승…삼성바이오로직스 제쳐",2,,,,
“새만금에 2차전지 큰 거 온다”…LG화학·SK온 등 투자 몰려,2,,,,
"LG화학, 1분기 영업익 7910억…전년비 22.8% 감소",0,,,,
"LG화학, 새만금에 1.2조원 규모 전구체 공장 건설",1,,,,
"LG화학, 미국  친환경 연료업체와 공동 연구",1,,,,
"LG화학, 1.2조 투자해 전구체 배터리 공장 짓는다",1,,,,
" LG화학, 삼성바이오로직스 제치고 시총 4위 올라",2,,,,
"삼성증권, LG화학 목표가 100만원으로 상향…""배터리 사업 호조""",2,,,,
"LG화학, ‘차이나플라스2023’ 참가…친환경·미래소재 앞세워",1,,,,
"LG화학, 중국 화유코발트와 손잡고 새만금에 전구체 공장 건설",1,,,,
"구광모 ""양극재는 배터리사업 핵심이자 미래성장동력""…LG화학 청주 공장 찾아",1,,,,
"LG화학, 미국  친환경업체와 바이오 프로필렌 상업화",2,,,,
"삼양홀딩스, LG화학에 mRNA 전달체 기술이전…항암신약 개발서 협력",1,,,,
"“LG화학, 배터리 기업 입지 다져”...목표가 상향",2,,,,
LG화학-중국  화유코발트와 새만금에 배터리 전구체 공장 짓는다,1,,,,
" LG화학 ""2분기부터 석화 사업 흑자전환""",2,,,,
"LG화학, 미국  친환경 전문기업 손잡고 '바이오 플라스틱' 확대",2,,,,
"LG화학, 미국  친환경 기업과 바이오 플라스틱 사업 확대",2,,,,
국내 증시 하락세‥LG화학 시가총액 4위,2,,,,
"LG화학, 1분기 영업익 7910억…전년비교  22.8%감소",0,,,,
"LG화학, 미국 업체와 바이오 플라스틱 사업 키운다",2,,,,
"LG화학, 1.2조원 투자해 새만금에 양극재 핵심 원료 '전구체' 공장 건설",1,,,,
"LG화학, 한양대와 전지소재 인재 육성·공동 연구",2,,,,
"LG화학, 새만금에 1.2조 투자해 전구체 공장 짓는다",1,,,,
"LG엔솔 떼넨 LG화학, 이차전지 소재 '집중 전략' 통할까",1,,,,
"LG화학, 새만금서 전구체 공장 짓는다…중국 화유코발트·새만금청과 19일 MOU",1,,,,
"LG화학, 미국  지보와 손잡고 '바이오 플라스틱' 사업 확대",2,,,,
"LG화학·한양대, 전지소재 인재 키운다",2,,,,
"LG화학, 중국  화유코발트와 새만금 전구체 합작공장 설립… 오는 19일 양해각서 체결",1,,,,
"LG화학, 중국서 필러 '와이솔루션' 포럼 개최",1,,,,
"LG화학, 태양광·의료·배터리 미래 고부가 소재로 글로벌시장 공략",2,,,,
"LG화학, 한양대와 배터리소재 인재 육성 협약",2,,,,
"저출산 대책에 웃는 LG화학… ""난임시장 연 10% 성장""",2,,,,
"LG화학, 바이오 플라스틱 사업 확대…미국  지보와 맞손",2,,,,
"LG화학·CJ대한통운, 물류센터 포장용 랩 재활용 협력",2,,,,
“친환경·미래소재로 글로벌 고객 사로잡는다”…LG화학 ‘차이나플라스 2023’ 참가,1,,,,
" LG화학 ""부진 사업 매각 가능성은 항상 열려있어""",0,,,,
"한투 ""배터리 산업 과실 본격화…LG화학 목표가 상향""",2,,,,
"LG화학, 새만금서 양극재 핵심 재료 만든다",1,,,,
"한양대와 손잡은 LG화학, 미래 인재 육성에 집중",2,,,,
"LG화학, CJ대한통운과 '포장용 랩' 재활용 추진",2,,,,
"LG화학, 중국 화유코발트와 '전구체 공장' 짓는다… 1.2조원 투자",1,,,,
" LG화학, 새만금 전구체 공장 1조2000억 투자에 강세",2,,,,
강임준 군산시장 “LG화학의 투자가 경제 활성화에 도움 될 것”,2,,,,
"LG화학, 중국 절강화유코발트와 손잡고 새만금 전구체 공장 건립에 1조2000억 투자",2,,,,
"LG화학-화유코발트, 전구체 공장 짓는다…1조2000억 투자",1,,,,
"LG화학, 새만금에 배터리 전구체 합작공장 추진",1,,,,
"LG화학, 미국 업체와 바이오 플라스틱 사업 확대",2,,,,
"LG화학 ""미국 테네시에 배터리소재 거점 구축""",2,,,,
"LG화학, 지보와 바이오 프로필렌 개발협력",1,,,,
"LG화학, 첨단소재 투자액 석유화학 첫 추월…'배터리소재' 기업 굳힌다",2,,,,
"LG화학·중국  화유코발트, 새만금에 이차전지 핵심소재 전구체 공장 짓는다",1,,,,
"LG화학·한양대, 전지소재 우수인재 지원·육성 '파트너십'",2,,,,
"""인재 확보하라"" LG화학·효성 등 채용 나선 화학업계",2,,,,
"LG화학, 배터리 관련 기업 입지증가…목표가 94만에서 106만 -한국투자",2,,,,
"LG화학, 북미 친환경 연료업체 Gevo와 바이오 프로필렌 개발 나서",1,,,,
"LG화학, 중국 서 '필러시장 공략'…'와이솔루션' 포럼 개최",1,,,,
LG화학·중국  기업과 새만금에 배터리 전구체 공장 건설,1,,,,
"“인재 육성에 진심”…LG화학, 한양대와 산학협력센터 설립",2,,,,
"LG화학·한양대, 전지소재 인재 지원·육성 MOU",2,,,,
LG화학 급등...IRA 수혜 등에 52주 신고가,2,,,,
"제2의 에코프로? LG화학, 1년 5개월만에 80만원 돌파",2,,,,
"LG화학·한양대, 전지 소재 우수 인재 육성 '맞손'",2,,,,
유가 오르자 플랜B 속도내는 LG화학·롯데케미칼,2,,,,
"LG화학, 미국  지보와 손잡고 친환경 바이오플라스틱 사업 키운다",2,,,,
"LG화학, 새만금에 배터리용 전구체 합작공장 짓는다",1,,,,
"""LG화학, 미국  배터리 보조금 1.5조…목표가증가""",2,,,,
"이번엔 LG화학 투자 협약...""새만금, 이차전지 메카로 탈바꿈?""",1,,,,
"LG화학, '차이나플러스 2023'서 친환경·미래소재 소개",1,,,,
"LG화학, ‘차이나플라스 2023’ 참가…“친환경·미래소재로 글로벌 고객 사로잡는다”",1,,,,
"LG화학, 선양국 한양대 교수와 차세대 양극재 공동 연구",2,,,,
"LG화학, 새만금에 1.2조 투자해 전구체 공장 짓는다",1,,,,
"LG화학, 새만금에 전기차 연  100만대분 전구체 공장 짓는다",1,,,,
" ""국산 전구체로 밸류체인 강화""…LG화학, 배터리 약한고리 끊는다",2,,,,
"LG화학, 새만금 전구체 공장 투자 소식에 강세",2,,,,
" LG화학 ""'3대 신성장동력' 부족하지만 파트너십 기반으로 노력중""",1,,,,
소통·토론 문화 키우는 LG화학,1,,,,
" LG화학, 이틀째 강세…80만6천원 '52주 신고가'",2,,,,
52주 신고가 달성한 ‘LG화학’...“미국  IRA 수혜 기대감” ,2,,,,
"LG화학, 미국  친환경 업체와 손 잡고 '바이오 플라스틱' 사업 박차",2,,,,
LG화학·효성·동화기업 등…화학 분야 상반기 신규 채용 문 활짝,2,,,,
"LG화학 대산공장, 지역 청소년 초청 대전서 프로축구 경기 관람",1,,,,
"100만원 넘길까… 증권가, LG화학 목표주가 잇단 상향",2,,,,
"LG화학, 한양대와 배터리 인재 육성 `산학협력센터` 설립",2,,,,
"등록금·생활비 지원에 입사도 보장… LG화학, 한양대와 인재 육성",2,,,,
"LG화학·CJ대한통운, 플라스틱 자원 재활용 및 순환 경제 구축 업무협약",2,,,,
"LG화학, 미국  친환경 연료 기업과 맞손…탄소저감 90% 효과 플라스틱 개발",2,,,,
"LG화학, 한양대와 산학협력센터 설립…“학위취득 장학생은 입사 보장”",2,,,,
"LG화학, 새만금산단에 1조2000억 원 투자해 전구체 공장 건설",1,,,,
"LG화학-한양대, 차세대 전지소재 인력 육성·공동 연구",2,,,,
"LG화학, 한양대와 산학협력센터 세워 전지소재 우수 인력 양성",2,,,,
"LG화학, CJ대한통운과 재활용 업무협약 체결",2,,,,
"삼양홀딩스, LG화학과 mRNA 기반 항암신약 개발",2,,,,
LG화학-CJ대한통운 “물류센터 포장용 랩 재활용한다”,2,,,,
"LG화학, CJ대한통운 물류센터에서 수거한 포장용 랩 재활용한다",2,,,,
"LG화학-한양대, 산학협력센터 설립…배터리 소재 인재 키운다",2,,,,
"LG화학, 물류센터 포장용랩 재활용",2,,,,
" LG화학, 1분기 영업익 7910억… 전년 동기 대비 22.8% 감소",0,,,,
이번엔 물류센터…‘폐기물 재활용’ 주력하는 LG화학,2,,,,
" LG화학, 한양대와 '미래 전지' 산학협력센터 설립",2,,,,
석유화학 부진한데 LG화학 목표가 100만원으로 상향 왜? ,1,,,,
"LG화학, CJ대한통운 포장용 랩 수거해 재활용한다",2,,,,
" LG화학, 이틀째 강세…장중 85만원대 '52주 신고가'",2,,,,
"LG화학, 한양대와 산학협력센터 설립 ""전지소재 인재 육성""",2,,,,
"LG화학·한양대, 산학협력센터 설립 맞손…“배터리·소재 인재 육성”",2,,,,
"한투증권, LG화학 목표가 106만원…배터리 소재 급부상",2,,,,
" LG화학-CJ대한통운, 포장용 랩 재활용 협력체계 구축",2,,,,
"LG화학, 중국  화유코발트와 새만금서 '배터리 전구체' 생산…1.2 조 투자",1,,,,
플라스틱 순환경제 구축 나서는 LG화학-CJ대한통운,2,,,,
"LG화학, 바이오 원료 플라스틱 사업 확대…미국  지보와 바이오 소재 협력",2,,,,
